State;Location;Date Posted;Date Collected;Sample Type;Unit;Ba-140;Co-60;Cs-134;Cs-136;Cs-137;I-131;I-132;I-133;Te-129;Te-129m;Te-132
CA;Richmond;2011-04-10;2011-03-28;Precipitation;pCi/l;;;;;;;;;;;
CA;Richmond;2011-05-03;2011-04-22;Precipitation;pCi/l;;;5.2;;5.5;;;;;;
CNMI;Saipan;2011-04-10;2011-03-28;Precipitation;pCi/l;;;;;;;;;;;
CNMI;Saipan;2011-04-13;2011-04-03;Precipitation;pCi/l;;;;;;;;;;;
UT;Salt Lake City;2011-04-08;2011-03-17;Precipitation;pCi/l;;;;;;8.1;;;;;
UT;Salt Lake City;2011-04-13;2011-03-28;Precipitation;pCi/l;;;1.4;;;190.0;;;;;
UT;Salt Lake City;2011-04-20;2011-04-04;Precipitation;pCi/l;;;;;;8.2;;;;;
UT;Salt Lake City;2011-04-20;2011-04-07;Precipitation;pCi/l;;;;;;14.0;;;;;
UT;Salt Lake City;2011-05-03;2011-04-21;Precipitation;pCi/l;;;;;;;;;;;
MN;St. Paul;2011-04-04;2011-03-22;Precipitation;pCi/l;;;;;;32.3;;;;;
MN;St. Paul;2011-04-10;2011-03-29;Precipitation;pCi/l;;;;;;16.0;;;;;
MN;Welch;2011-04-04;2011-03-17;Precipitation;pCi/l;;;;;;;;;;;
MN;Welch/510;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;;9.1;;;;;
NC;Wilmington;2011-04-10;2011-03-29;Precipitation;pCi/l;;;;;;19.0;;;;;
NC;Wilmington;2011-04-13;2011-04-06;Precipitation;pCi/l;;;;;;3.6;;;;;
NY;Yaphank;2011-04-15;2011-04-04;Precipitation;pCi/l;;;;;;15.0;;;;;
NY;Yaphank;2011-05-03;2011-04-15;Precipitation;pCi/l;;;;;;;;;;;
NY;Yaphank;2011-05-03;2011-04-19;Precipitation;pCi/l;;;;;;;;;;;
NY;Albany;2011-05-24;2011-04-26;Precipitation;pCi/l;;;;;;;;;;;
GA;Atlanta;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
GA;Atlanta;2011-04-25;2011-04-14;Precipitation;pCi/l;;;;;;;;;;;
MA;Boston;2011-04-26;2011-04-14;Precipitation;pCi/l;;;;;;;;;;;
MA;Boston;2011-05-24;2011-04-29;Precipitation;pCi/l;;;;;;;;;;;
MA;Boston;2011-05-24;2011-04-25;Precipitation;pCi/l;;;;;;;;;;;
NC;Charlotte;2011-05-24;2011-04-29;Precipitation;pCi/l;;;;;;;;;;;
NC;Charlotte;2011-05-24;2011-04-26;Precipitation;pCi/l;;;;;;;;;;;
NH;Concord;2011-04-26;2011-04-18;Precipitation;pCi/l;;;;;;;;;;;
NH;Concord;2011-05-24;2011-04-25;Precipitation;pCi/l;;;;;;;;;;;
CO;Denver;2011-04-25;2011-04-14;Precipitation;pCi/l;;;;;;6.8;;;;;
CO;Denver;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
CO;Denver;2011-05-24;2011-04-25;Precipitation;pCi/l;;;;;;;;;;;
PA;Harrisburg;2011-05-24;2011-04-30;Precipitation;pCi/l;;;;;;;;;;;
CT;Hartford;2011-04-26;2011-04-15;Precipitation;pCi/l;;;;;;;;;;;
CT;Hartford;2011-04-26;2011-04-18;Precipitation;pCi/l;;;;;;2.5;;;;;
HI;Honolulu;2011-05-24;2011-04-04;Precipitation;pCi/l;;;;;;;;;;;
KS;Kansas City;2011-04-25;2011-04-15;Precipitation;pCi/l;;;;;;1.5;;;;;
TN;Knoxville;2011-04-26;2011-04-19;Precipitation;pCi/l;;;;;;;;;;;
TN;Knoxville;2011-05-24;2011-04-26;Precipitation;pCi/l;;;;;;;;;;;
TN;Knoxville;2011-05-24;2011-04-29;Precipitation;pCi/l;;;;;;;;;;;
MI;Lansing;2011-04-25;2011-04-11;Precipitation;pCi/l;;;;;;3.7;;;;;
AR;Little Rock;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
AL;Montgomery/408;2011-04-26;2011-04-18;Precipitation;pCi/l;;;;;;;;;;;
TN;Nashville;2011-04-25;2011-04-14;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/K25;2011-04-26;2011-04-18;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/K25;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/K-25;2011-04-25;2011-04-14;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Melton;2011-04-25;2011-04-14;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Melton;2011-04-26;2011-04-18;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Melton;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Y12E;2011-04-26;2011-04-18;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Y12E;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Y-12E;2011-04-25;2011-04-14;Precipitation;pCi/l;;;;;;;;;;;
WA;Olympia;2011-04-25;2011-04-14;Precipitation;pCi/l;;;;;;6.1;;;;;
OH;Painesville;2011-05-24;2011-04-29;Precipitation;pCi/l;;;;;;;;;;;
OR;Portland;2011-05-24;2011-04-20;Precipitation;pCi/l;;;;;;;;;;;
CA;Richmond;2011-04-25;2011-04-14;Precipitation;pCi/l;;;8.9;;7.9;5.9;;;;;
CA;Richmond;2011-05-24;2011-04-28;Precipitation;pCi/l;;;6.6;;5.8;;;;;;
UT;Salt Lake City;2011-05-24;2011-04-14;Precipitation;pCi/l;;;;;;;;;;;
UT;Salt Lake City;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
NY;Yaphank;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
